0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,e(armor plate that protects the chest) r,g(armor plate that protects the chest) r,i(armor plate that protects the chest) 0,S,0,0,0,0,0,0,0,0
0,s(a group of people organized for a joint purpose.) d,0,0,0,0,0,0,0,0,0,0,0,0
0,s(a group of people organized for a joint purpose.) d,0,0,0,0,0,0,0,0,0,0,0,0
0,o(a group of people organized for a joint purpose.) dd,0,0,0,0,0,0,0,0,0,0,0,0
0,C,o(a theory favoring collectivism in a classless society) r,m(a theory favoring collectivism in a classless society) r,m(a theory favoring collectivism in a classless society) rr,U,n(a theory favoring collectivism in a classless society) r,i(a theory favoring collectivism in a classless society) r,s(a theory favoring collectivism in a classless society) 0,M,0,0,0,0
0,i(a group of people organized for a joint purpose.) d,0,0,0,r(isotope is used in atomic and hydrogen bombs and as a fuel in nuclear reactors.) d,0,0,0,E,l(an extension usually at right angles to one end of a building.) r,l(an extension usually at right angles to one end of a building.) 0,0,0
0,a(a group of people organized for a joint purpose.) d,0,0,0,a(isotope is used in atomic and hydrogen bombs and as a fuel in nuclear reactors.) d,0,0,0,"d(of, pertaining to, characteristic of, or in the style of the Middle Ages) d",0,0,0,0
0,t(a group of people organized for a joint purpose.) d,0,0,0,n(isotope is used in atomic and hydrogen bombs and as a fuel in nuclear reactors.) d,0,0,0,"i(of, pertaining to, characteristic of, or in the style of the Middle Ages) d",0,0,0,0
0,i(a group of people organized for a joint purpose.) d,0,0,0,i(isotope is used in atomic and hydrogen bombs and as a fuel in nuclear reactors.) d,0,0,0,"e(of, pertaining to, characteristic of, or in the style of the Middle Ages) d",0,0,0,0
0,o(a group of people organized for a joint purpose.) d,0,0,0,u(isotope is used in atomic and hydrogen bombs and as a fuel in nuclear reactors.) 0,0,0,0,"v(of, pertaining to, characteristic of, or in the style of the Middle Ages) d",0,0,0,0
0,N,0,0,0,M,0,0,0,"a(of, pertaining to, characteristic of, or in the style of the Middle Ages) 0",0,0,0,0
0,0,0,0,0,0,0,0,0,L,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
